X,Date,ImageName,Reservoir_1_px,Reservoir_1_area_ha,Reservoir_2_px,Reservoir_2_area_ha,Reservoir_3_px,Reservoir_3_area_ha,Reservoir_4_px,Reservoir_4_area_ha,Reservoir_5_px,Reservoir_5_area_ha,Reservoir_6_px,Reservoir_6_area_ha,Reservoir_7_px,Reservoir_7_area_ha,Reservoir_8_px,Reservoir_8_area_ha,Reservoir_9_px,Reservoir_9_area_ha,Reservoir_10_px,Reservoir_10_area_ha,Reservoir_11_px,Reservoir_11_area_ha,Reservoir_12_px,Reservoir_12_area_ha
91,2021-11-26,S2A2A_20211126_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2022-01-05,S2A2A_20220105_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2022-01-15,S2A2A_20220115_122_AOI_BOA_10_B1_1500.tif,702,7.02,0,0,0,0,0,0,0,0,222,2.22,0,0,0,0,575,5.75,0,0,0,0,0,0
94,2022-02-04,S2A2A_20220204_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2022-05-15,S2A2A_20220515_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2022-06-04,S2A2A_20220604_122_AOI_BOA_10_B1_1500.tif,732,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2022-06-14,S2A2A_20220614_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2022-06-24,S2A2A_20220624_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2022-07-04,S2A2A_20220704_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2022-07-14,S2A2A_20220714_122_AOI_BOA_10_B1_1500.tif,28,0.28,2128,21.28,8,0.08,1144,11.44,0,0,232,2.32,139,1.39,374,3.74,314,3.14,244,2.44,308,3.08,580,5.8
101,2022-07-24,S2A2A_20220724_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2022-08-03,S2A2A_20220803_122_AOI_BOA_10_B1_1500.tif,56872,568.72,0,0,0,0,0,0,0,0,232,2.32,122,1.22,0,0,508,5.08,0,0,9,0.09,365,3.65
103,2022-08-13,S2A2A_20220813_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2022-08-23,S2A2A_20220823_122_AOI_BOA_10_B1_1500.tif,8,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,9.24,0,0,0,0
105,2022-09-12,S2A2A_20220912_122_AOI_BOA_10_B1_1500.tif,2270,22.7,0,0,0,0,0,0,102,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2022-10-02,S2A2A_20221002_122_AOI_BOA_10_B1_1500.tif,5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2022-10-22,S2A2A_20221022_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2022-11-21,S2A2A_20221121_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2022-12-21,S2A2A_20221221_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2023-01-20,S2A2A_20230120_122_AOI_BOA_10_B1_1500.tif,0,0,2424,24.24,0,0,0,0,0,0,76,0.76,75,0.75,0,0,519,5.19,924,9.24,308,3.08,0,0
111,2023-02-19,S2A2A_20230219_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2023-03-01,S2A2A_20230301_122_AOI_BOA_10_B1_1500.tif,12879,128.79,0,0,0,0,0,0,0,0,232,2.32,298,2.98,0,0,48,0.48,924,9.24,0,0,0,0
113,2023-03-11,S2A2A_20230311_122_AOI_BOA_10_B1_1500.tif,152,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2023-04-10,S2A2A_20230410_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2023-06-09,S2A2A_20230609_122_AOI_BOA_10_B1_1500.tif,1296,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2023-06-29,S2A2A_20230629_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
